Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_100U_60R_1L_65.99.1_CL:HTTP Request,100,420,181,361,2088,4444,106,5083,0.000%,1.66636,0.22,0.34
TOTAL,100,420,181,361,2088,4444,106,5083,0.000%,1.66636,0.22,0.34
