Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
HTTP Request,1300,454,399,772,913,1432,135,3196,0.000%,21.49435,2.85,4.43
TOTAL,1300,454,399,772,913,1432,135,3196,0.000%,21.49435,2.85,4.43
