Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_2000U_10R_1L_65.99.1_CL:HTTP Request,2000,68884,72182,116827,123855,125506,3870,127647,0.000%,14.71768,1.95,3.03
TOTAL,2000,68884,72182,116827,123855,125506,3870,127647,0.000%,14.71768,1.95,3.03
