Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_6000U_600R_1L_195_CL:HTTP Request,6000,450670,450199,688269,722539,729459,93270,738117,0.000%,4.54075,0.60,0.94
TOTAL,6000,450670,450199,688269,722539,729459,93270,738117,0.000%,4.54075,0.60,0.94
