Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,400,191,113,758,136.32,0.000%,6.66922,0.89,1.37,136.0
TOTAL,400,191,113,758,136.32,0.000%,6.66922,0.89,1.37,136.0
