Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
HTTP Request,400,191,131,374,566,689,113,758,0.000%,6.66922,0.89,1.37
TOTAL,400,191,131,374,566,689,113,758,0.000%,6.66922,0.89,1.37
