Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_12000U_600R_1L_20_CL:HTTP Request,12000,258,143,408,1010,1964,86,4224,0.000%,19.99850,2.66,4.12
TOTAL,12000,258,143,408,1010,1964,86,4224,0.000%,19.99850,2.66,4.12
