Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_8000U_600R_1L_65.99.1_CL:HTTP Request,8000,210,153,336,423,1106,95,3943,0.000%,13.33178,1.77,2.75
TOTAL,8000,210,153,336,423,1106,95,3943,0.000%,13.33178,1.77,2.75
