Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_100U_60R_1L_40_CL:HTTP Request,100,325,306,490,550,586,159,592,0.000%,1.67252,0.22,0.34
TOTAL,100,325,306,490,550,586,159,592,0.000%,1.67252,0.22,0.34
