Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_100U_60R_1L_40_CL:HTTP Request,100,154,142,200,207,275,99,288,0.000%,1.67898,0.22,0.35
TOTAL,100,154,142,200,207,275,99,288,0.000%,1.67898,0.22,0.35
