Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_1U_1R_1L_20_CL:HTTP Request,1,702,702,702,702,702,702,702,0.000%,1.42450,0.19,0.29
TOTAL,1,702,702,702,702,702,702,702,0.000%,1.42450,0.19,0.29
