Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_6000U_600R_1L_40_CL:HTTP Request,6000,234,220,295,340,404,177,802,0.000%,9.99838,1.33,2.06
TOTAL,6000,234,220,295,340,404,177,802,0.000%,9.99838,1.33,2.06
