Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_10U_1R_1L_20L:HTTP Request,10,100,99,108,108,113,84,113,0.000%,10.03009,1.33,2.07
TOTAL,10,100,99,108,108,113,84,113,0.000%,10.03009,1.33,2.07
