Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_500U_1R_1L_195_CL:HTTP Request,500,100125,109448,147475,148340,148629,25084,148674,0.000%,3.34082,0.44,0.69
TOTAL,500,100125,109448,147475,148340,148629,25084,148674,0.000%,3.34082,0.44,0.69
