Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
basic_test_pdf_converter_1600U_60R_1L_20_CL:HTTP Request,1600,309,158,848,123.96,0.000%,26.25706,3.49,5.41,136.0
TOTAL,1600,309,158,848,123.96,0.000%,26.25706,3.49,5.41,136.0
