Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_1600U_60R_1L_20_CL:HTTP Request,1600,309,267,503,584,663,158,848,0.000%,26.25706,3.49,5.41
TOTAL,1600,309,267,503,584,663,158,848,0.000%,26.25706,3.49,5.41
