Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
HTTP Request,200,48246,54904,68999,71802,73803,1432,74298,0.000%,1.74923,0.23,0.36
TOTAL,200,48246,54904,68999,71802,73803,1432,74298,0.000%,1.74923,0.23,0.36
