Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,200,48246,1432,74298,20032.49,0.000%,1.74923,0.23,0.36,136.0
TOTAL,200,48246,1432,74298,20032.49,0.000%,1.74923,0.23,0.36,136.0
