Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_300U_60R_1L_195_CL:HTTP Request,300,1946,1550,3606,4148,5690,738,6070,0.000%,4.94030,0.66,1.02
TOTAL,300,1946,1550,3606,4148,5690,738,6070,0.000%,4.94030,0.66,1.02
