Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
HTTP Request,400,212,153,331,434,674,112,1330,0.000%,6.66145,0.88,1.37
TOTAL,400,212,153,331,434,674,112,1330,0.000%,6.66145,0.88,1.37
