Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
HTTP Request,200,147,129,201,212,234,66,818,0.000%,3.33823,0.44,0.69
TOTAL,200,147,129,201,212,234,66,818,0.000%,3.33823,0.44,0.69
