Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_6000U_600R_1L_195_CL:HTTP Request,6000,311748,323969,527462,553522,559049,2054,565220,0.000%,5.20026,0.69,1.07
TOTAL,6000,311748,323969,527462,553522,559049,2054,565220,0.000%,5.20026,0.69,1.07
