Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
HTTP Request,100,117,115,132,146,161,105,163,0.000%,1.67999,0.22,0.35
TOTAL,100,117,115,132,146,161,105,163,0.000%,1.67999,0.22,0.35
