Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_50U_1R_1L_40_CL:HTTP Request,50,2104,2225,2589,2619,2676,1339,2676,0.000%,14.92983,1.98,3.08
TOTAL,50,2104,2225,2589,2619,2676,1339,2676,0.000%,14.92983,1.98,3.08
