Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_2000U_600R_1L_65.99.1_CL:HTTP Request,2000,1075,1038,1332,1417,1536,679,1935,0.000%,3.33021,0.44,0.69
TOTAL,2000,1075,1038,1332,1417,1536,679,1935,0.000%,3.33021,0.44,0.69
