Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_12000U_600R_1L_20_CL:HTTP Request,12000,338,231,448,784,2929,112,5774,0.000%,19.99600,2.66,4.12
TOTAL,12000,338,231,448,784,2929,112,5774,0.000%,19.99600,2.66,4.12
