Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_200U_60R_1L_20_CL:HTTP Request,200,100,102,129,137,159,62,170,0.000%,3.34387,0.44,0.69
TOTAL,200,100,102,129,137,159,62,170,0.000%,3.34387,0.44,0.69
