Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_25U_1R_20L_195_CL:HTTP Request,500,18677,17934,20039,22243,35064,13831,35300,0.000%,1.33418,0.18,0.27
TOTAL,500,18677,17934,20039,22243,35064,13831,35300,0.000%,1.33418,0.18,0.27
