Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_50U_1R_1L_195_CL:HTTP Request,50,9373,9504,9878,9933,10033,7837,10033,0.000%,4.73171,0.63,0.97
TOTAL,50,9373,9504,9878,9933,10033,7837,10033,0.000%,4.73171,0.63,0.97
