Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_100U_1R_1L_20_CL:HTTP Request,100,1218,1326,1743,1778,1929,186,2040,0.000%,40.91653,5.43,8.43
TOTAL,100,1218,1326,1743,1778,1929,186,2040,0.000%,40.91653,5.43,8.43
