Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_100U_1R_1L_20_CL:HTTP Request,100,2821,3043,4129,4217,4367,401,4655,0.000%,19.63094,2.61,4.05
TOTAL,100,2821,3043,4129,4217,4367,401,4655,0.000%,19.63094,2.61,4.05
