Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
HTTP Request,300,12540,13946,15991,16122,16433,2385,16920,0.000%,17.00680,2.26,3.50
TOTAL,300,12540,13946,15991,16122,16433,2385,16920,0.000%,17.00680,2.26,3.50
