Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_100U_1R_1L_40_CL:HTTP Request,100,3902,4024,4446,4624,4745,2581,4752,0.000%,19.61169,2.60,4.04
TOTAL,100,3902,4024,4446,4624,4745,2581,4752,0.000%,19.61169,2.60,4.04
