Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,50,11586,9920,12143,410.23,0.000%,3.94508,0.52,0.81,136.0
TOTAL,50,11586,9920,12143,410.23,0.000%,3.94508,0.52,0.81,136.0
