Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_50U_1R_1L_195_CL:HTTP Request,50,11586,11628,11965,12069,12143,9920,12143,0.000%,3.94508,0.52,0.81
TOTAL,50,11586,11628,11965,12069,12143,9920,12143,0.000%,3.94508,0.52,0.81
