Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_10U_1R_1L_195_CL:HTTP Request,10,1417,1427,1566,1566,1573,1099,1573,0.000%,4.45434,0.59,0.92
TOTAL,10,1417,1427,1566,1566,1573,1099,1573,0.000%,4.45434,0.59,0.92
