Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_50U_1R_1L_195_CL:HTTP Request,50,7218,7210,7680,7689,7935,6108,7935,0.000%,6.10426,0.81,1.26
TOTAL,50,7218,7210,7680,7689,7935,6108,7935,0.000%,6.10426,0.81,1.26
