Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
basic_test_pdf_converter_100U_1R_10L_20_CL:HTTP Request,1000,3931,170,8306,1202.05,0.000%,23.59604,3.13,4.86,136.0
TOTAL,1000,3931,170,8306,1202.05,0.000%,23.59604,3.13,4.86,136.0
