Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_50U_1R_10L_20_CL:HTTP Request,500,1414,1454,1945,2042,2333,134,2486,0.000%,32.78474,4.35,6.76
TOTAL,500,1414,1454,1945,2042,2333,134,2486,0.000%,32.78474,4.35,6.76
