Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_1U_1R_1L_195_CL:HTTP Request,1,235,235,235,235,235,235,235,0.000%,4.25532,0.57,0.88
TOTAL,1,235,235,235,235,235,235,235,0.000%,4.25532,0.57,0.88
