Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_50U_1R_10L_40_CL:HTTP Request,500,2218,2180,3185,3681,3918,205,4150,0.000%,21.14880,2.81,4.36
TOTAL,500,2218,2180,3185,3681,3918,205,4150,0.000%,21.14880,2.81,4.36
