Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_50U_1R_10L_40_CL:HTTP Request,500,6008,6112,7380,7882,8856,1191,9523,0.000%,8.00256,1.06,1.65
TOTAL,500,6008,6112,7380,7882,8856,1191,9523,0.000%,8.00256,1.06,1.65
