Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,400,163,104,840,90.41,0.000%,6.67034,0.89,1.37,136.0
TOTAL,400,163,104,840,90.41,0.000%,6.67034,0.89,1.37,136.0
