Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
HTTP Request,400,163,124,223,293,483,104,840,0.000%,6.67034,0.89,1.37
TOTAL,400,163,124,223,293,483,104,840,0.000%,6.67034,0.89,1.37
