Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
HTTP Request,400,187,138,280,332,583,100,1256,0.000%,6.64485,0.88,1.37
TOTAL,400,187,138,280,332,583,100,1256,0.000%,6.64485,0.88,1.37
