Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
basic_test_pdf_converter_6000U_600R_1L_195_CL:HTTP Request,6000,258865,3506,463995,131752.42,0.000%,5.68054,0.75,1.17,136.0
TOTAL,6000,258865,3506,463995,131752.42,0.000%,5.68054,0.75,1.17,136.0
