Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_8000U_600R_1L_20_CL:HTTP Request,8000,113,106,145,173,220,80,578,0.000%,13.33296,1.77,2.75
TOTAL,8000,113,106,145,173,220,80,578,0.000%,13.33296,1.77,2.75
