Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
HTTP Request,300,12991,14657,16250,16503,16815,2747,17351,0.000%,16.70937,2.22,3.44
TOTAL,300,12991,14657,16250,16503,16815,2747,17351,0.000%,16.70937,2.22,3.44
