Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_100U_1R_10L_20_CL:HTTP Request,1000,2265,2279,3237,3578,4053,185,4607,0.000%,40.23983,5.34,8.29
TOTAL,1000,2265,2279,3237,3578,4053,185,4607,0.000%,40.23983,5.34,8.29
