Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
basic_test_pdf_converter_8000U_600R_1L_40_CL:HTTP Request,8000,1164,213,9621,1476.93,0.000%,13.30212,1.77,2.74,136.0
TOTAL,8000,1164,213,9621,1476.93,0.000%,13.30212,1.77,2.74,136.0
