Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_50U_1R_10L_40_CL:HTTP Request,500,4151,4074,5672,6377,6971,388,7226,0.000%,11.60147,1.54,2.39
TOTAL,500,4151,4074,5672,6377,6971,388,7226,0.000%,11.60147,1.54,2.39
