Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_3000U_900R_1L_65.99.1_CL:HTTP Request,3000,162,136,207,230,832,65,1193,0.000%,3.33369,0.44,0.69
TOTAL,3000,162,136,207,230,832,65,1193,0.000%,3.33369,0.44,0.69
