Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_2000U_10R_1L_65.99.1_CL:HTTP Request,2000,201762,196682,334411,348762,351430,31661,352820,0.000%,5.57762,0.74,1.15
TOTAL,2000,201762,196682,334411,348762,351430,31661,352820,0.000%,5.57762,0.74,1.15
