Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,1,852,852,852,0.00,0.000%,1.17371,0.16,0.24,136.0
TOTAL,1,852,852,852,0.00,0.000%,1.17371,0.16,0.24,136.0
