Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
HTTP Request,1,852,852,852,852,852,852,852,0.000%,1.17371,0.16,0.24
TOTAL,1,852,852,852,852,852,852,852,0.000%,1.17371,0.16,0.24
