Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_50U_1R_10L_40_CL:HTTP Request,500,2619,2622,3446,3797,4356,337,5579,0.000%,17.69097,2.35,3.65
TOTAL,500,2619,2622,3446,3797,4356,337,5579,0.000%,17.69097,2.35,3.65
