Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
HTTP Request,10,132,127,143,143,145,119,145,0.000%,9.80392,1.30,2.02
TOTAL,10,132,127,143,143,145,119,145,0.000%,9.80392,1.30,2.02
