Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,50,7745,6698,8282,324.85,0.000%,5.78436,0.77,1.19,136.0
TOTAL,50,7745,6698,8282,324.85,0.000%,5.78436,0.77,1.19,136.0
