Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_50U_1R_1L_195_CL:HTTP Request,50,7745,7739,8180,8209,8282,6698,8282,0.000%,5.78436,0.77,1.19
TOTAL,50,7745,7739,8180,8209,8282,6698,8282,0.000%,5.78436,0.77,1.19
