Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_500U_1R_1L_195_CL:HTTP Request,500,54078,58362,82932,83198,83378,12926,83556,0.000%,5.93049,0.79,1.22
TOTAL,500,54078,58362,82932,83198,83378,12926,83556,0.000%,5.93049,0.79,1.22
