Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_500U_1R_10L_195_CL:HTTP Request,500,58480,63828,84031,84856,85087,18300,85164,0.000%,5.80734,0.77,1.20
TOTAL,500,58480,63828,84031,84856,85087,18300,85164,0.000%,5.80734,0.77,1.20
